-0.452525	-0.890705	0.023005	0
0.65285	-0.845875	0.021084	0
0.397904	0.91345	-0.001391	0
0.095233	1.054986	0.00628	0
0.52399	-0.941104	0.037762	0
-0.026295	1.004394	0.021792	0
0.424546	0.908192	-0.028532	0
-0.991431	-0.274878	0.051088	0
-1.012615	-0.035256	0.03798	0
-0.730493	-0.630984	-0.031217	0
0.879147	0.346115	0.043943	0
-0.845433	-0.45869	0.084944	0
-0.385073	0.920895	0.005585	0
0.240167	0.883652	0.048039	0
1.030956	-0.260238	0.07271	0
0.871156	0.501812	-0.04029	0
-1.017577	-0.005561	0.027793	0
0.591927	0.786712	0.036087	0
0.296894	0.945982	0.006625	0
-0.831588	-0.403408	0.054164	0
0.607273	-0.782316	-0.018225	0
-0.71167	-0.739073	0.012524	0
-0.537236	0.859284	0.001969	0
-0.893213	-0.419633	-0.010816	0
0.072382	-0.913211	0.048622	0
0.579431	0.818721	-0.000759	0
0.866296	-0.4957	0.005959	0
-0.359517	1.03311	-0.016308	0
-0.778482	-0.602863	-0.086514	0
-0.097866	-0.987829	0.022406	0
0.886794	0.401357	0.048564	0
0.754197	0.742431	-0.017871	0
1.05449	-0.077174	0.023816	0
-0.205399	-0.956194	-0.030578	0
0.79707	0.550569	0.031271	0
0.806644	0.629138	-0.002197	0
-0.072207	1.009209	-0.015725	0
-0.415039	-0.97207	0.019934	0
-0.083186	1.085167	0.035992	0
0.507577	-0.79412	0.022094	0
-0.238166	0.905729	-0.030532	0
-0.634439	0.689296	-0.025772	0
-0.851786	-0.595751	0.004655	0
-0.573497	-0.891404	0.06846	0
-0.723252	0.712378	0.031842	0
-0.67738	0.803786	-0.005211	0
-0.464171	-0.969358	-0.03446	0
-0.710878	-0.760701	-0.06821	0
0.611971	0.845301	-0.016808	0
-0.580474	-0.745871	-0.039843	0
0.169919	-0.975382	0.013248	0
0.768981	-0.622375	-0.013621	0
-0.292949	-0.979569	0.017182	0
-0.208604	-1.001468	0.0158	0
0.299738	-0.964749	0.003094	0
-0.031668	-1.044972	0.010822	0
0.22309	-0.975082	0.013751	0
0.909978	-0.484376	-0.015528	0
0.391391	0.884337	-0.027551	0
-0.99524	-0.056835	0.036166	0
-1.025552	0.024389	0.093696	0
-0.057437	1.009172	0.008572	0
0.778781	0.690627	-0.037123	0
0.515045	0.835865	-0.026806	0
-0.967572	0.116985	-0.08161	0
-0.890801	-0.502266	-0.034013	0
-1.052795	-0.177275	-0.010302	0
-0.117035	1.059045	-0.043047	0
-0.651907	0.723858	0.017697	0
0.775739	-0.681051	-0.000988	0
0.393839	0.938824	-0.024617	0
0.491481	0.868168	0.00246	0
-1.0298	-0.309908	0.001736	0
0.224257	-0.939494	-0.031988	0
-0.897043	0.474295	0.022975	0
-0.738182	0.646326	-0.047129	0
0.043264	1.024984	0.001621	0
0.633208	0.782519	0.007239	0
-0.987701	-0.334611	-0.004108	0
-0.626011	0.746164	0.088214	0
0.928486	0.52117	0.066365	0
0.928837	0.322532	0.047035	0
0.549448	-0.87044	0.010463	0
0.312492	-0.902157	-0.02087	0
0.37885	-0.93613	0.029692	0
-0.615313	-0.906324	-0.017764	0
0.913884	-0.575402	0.010756	0
-0.730375	0.703429	0.010488	0
-1.067262	-0.054688	-0.042956	0
0.948968	-0.244581	-0.000192	0
-0.171397	-0.974468	0.011548	0
-0.058986	0.929542	-0.07182	0
0.499059	0.823649	0.058855	0
0.355071	-0.894841	-0.084777	0
0.471023	0.85115	-0.061292	0
-0.701032	0.723847	-0.034703	0
-0.986525	-0.171276	-0.000942	0
0.760755	-0.534585	-0.015828	0
-0.573882	-0.769618	-0.02144	0
0.927066	0.100651	0.036522	0
0.578869	-0.772128	0.003428	0
-0.653993	0.763471	0.04445	0
0.426917	0.836919	-0.037864	0
1.041257	0.049253	0.081343	0
-0.978552	-0.050519	-0.009015	0
0.397755	0.886061	-0.010771	0
0.889999	0.571628	0.065804	0
0.869281	-0.41943	0.02704	0
-0.24471	0.925207	-0.018933	0
0.936101	0.120928	0.004459	0
-0.814859	0.585537	-0.057358	0
-0.970541	0.292785	-0.009568	0
-0.282503	-0.998089	-0.037485	0
0.906538	-0.416698	-0.000365	0
0.727907	0.682852	-0.003369	0
-0.094114	0.988579	-0.011029	0
0.428384	-0.944579	-0.034466	0
-0.796219	-0.592412	0.02494	0
0.213891	-0.974773	-0.010501	0
