3.813885405617232216e+00,-1.005038497858235225e+01,-3.161416841060773919e+00,-4.368890832319666018e+00,5.293406815939486698e+00,-5.589997010554490942e+00,2.562410149142956506e+00,1.228140765703005233e+00,-6.679648382312173283e+00,5.143488900057923807e+00,-4.702966507157059439e+00,3.761557555171310518e+00,-2.851649985731214976e+00,3.183684269391726662e+00,2.702169276329952297e+00,3.778785928322138332e+00,-1.121861922972607140e+01,-8.068824988919660157e+00,4.668197164105742480e+00,1.224096626644793906e+00
4.798673557453397187e+00,9.293963921552570895e+00,-3.952023746763509759e+00,2.300002587063361581e+00,-1.003224050349229302e+01,-9.402608812136815430e+00,1.786475672446818486e+00,7.050299420333741018e+00,2.731571594255716828e+00,1.105418352473129495e+01,5.181180750443725280e+00,6.460190706330990906e+00,3.968796830089129202e+00,-1.589433610932562191e+00,-9.015641265828241657e+00,-9.392915421816185884e-01,9.748372422066802212e-01,7.538463220097989748e+00,-5.608578266550707347e+00,-5.777642241726854699e+00
-7.198279156991820749e+00,-1.156251809026166555e+01,7.079376807053437304e+00,3.675475824549366832e-01,8.168240881351554350e+00,4.057892415529105179e+00,5.939624416989607525e+00,1.343305829982860189e+00,-3.568054712299073117e+00,-8.060750337019680245e+00,-2.194774205589628338e-02,-6.311917374486961663e+00,1.212222086100270602e+00,6.254484089050105222e-01,7.518653597919470855e+00,7.776288922160285999e+00,2.857300907845183868e+00,-1.219915104069517753e+00,-6.875442002183121737e+00,-1.226768319912231897e+00
-7.019183867451124215e+00,-1.006987369703094615e+01,-4.038555751311728725e-02,7.230467039051201361e+00,4.866124255075193750e-01,1.069616193989388364e+01,-3.566633496751087762e+00,8.112591943249524817e+00,-6.876027838715274010e-01,-1.893001351132281851e+00,-6.512927391740379157e+00,5.055994262676741791e+00,3.277248383139982124e+00,4.292853695495040256e+00,7.412800846626009132e+00,5.935932111629551589e-01,-1.166267449114690047e+00,-8.225305970885605333e+00,1.834223417874632167e+00,8.951940081181842146e+00
1.837006542755216465e+00,7.503604001900607834e+00,-2.468905434214990091e+00,2.402539585657633037e+00,-9.456167330098134371e+00,-6.358488398301151534e+00,3.669944532253939684e+00,9.864210143969808442e+00,2.804191952917185482e+00,9.639656299352120428e+00,4.666640128065085769e+00,7.029337928831323801e+00,3.702085961065230357e+00,-1.341957746005660868e+00,-8.505143713154684093e+00,-4.257154176868267470e+00,-1.077095992130793878e+00,1.017666458629458859e+01,-7.857647412926408670e+00,-4.203114096483719031e+00
-2.913761334171901751e+00,-5.851880697650400087e-01,-7.978345473091441598e+00,-6.553287163411467553e+00,6.041229146044184262e+00,-4.095203275106071850e+00,-1.280583617686892595e+01,4.435821050637859031e+00,-5.982931620432022868e+00,-8.088669022561536082e+00,-8.821659545259482371e+00,1.455268750698756275e+00,4.055477143029811771e+00,-8.337076312214874108e+00,7.757257381146005493e-01,-3.401705983240834286e+00,-1.158896049655582239e+00,-3.289205671289042954e+00,-8.490467740917866379e+00,3.202385878080744597e+00
-8.666734863501233121e+00,-1.035977418147106199e+01,6.519516826021829026e+00,-1.582682509130953097e+00,7.711403464132649432e+00,5.614875342296193672e+00,5.123494297581202339e+00,5.184220940468740935e+00,-2.756528628713507789e+00,-5.546652098750746163e+00,-1.884269383966933109e+00,-7.384215395725812314e+00,3.608635367209000133e+00,-1.743133028702503307e+00,4.942222805063232194e+00,7.688325418436930292e+00,5.574840732821533251e+00,-3.687202475033762195e+00,-6.605760169778457147e+00,4.114071886277738122e-01
-7.591372775938107331e+00,-6.893405596891819975e+00,4.377021721974445612e-01,6.973326216251186871e+00,-6.042093497889390319e-01,9.373043781748286563e+00,-4.656616357613862611e+00,1.028286955245788192e+01,-7.017100733033393434e-01,-1.948324253443651344e+00,-3.659394626851300458e+00,7.526891224242434397e+00,4.741594692602784100e+00,4.820029610663338460e+00,8.392720609008659238e+00,1.766000411519703661e+00,-5.960325479883628041e-01,-5.084700815123635920e+00,2.920202526647757590e+00,1.015382348610708618e+01
-2.141371163227738794e+00,-3.993421105445402297e+00,-8.832231447816573322e+00,-8.662426955978467902e+00,5.796490726530945992e+00,-7.198340279190913904e+00,-9.732033609927780660e+00,4.418407808920902902e+00,-5.964447115520334464e+00,-6.036776919741654091e+00,-1.035914804864167138e+01,1.913600536656470785e+00,4.475512774709200947e+00,-1.001751632820166371e+01,-4.545251680788460202e-01,-2.715944950919732648e+00,-2.027319466456672270e+00,-3.876758870317019046e+00,-7.706562642341661551e+00,2.950971699617504385e+00
-5.569743610695709890e-01,-7.158307929773997103e+00,-3.787317477353229656e+00,-3.562973292314747908e+00,6.503282221980813738e+00,-5.296791422057986587e+00,3.562029326567409449e+00,4.972845910980879802e-01,-1.039286650149255919e+01,5.029387796493060669e+00,-5.367880786224469958e+00,3.420715615887851335e+00,-1.410788946181215753e+00,3.308982791104727372e+00,1.212412400180262306e+00,4.284537307699146425e+00,-8.367708034738434719e+00,-7.373577147819291078e+00,6.447099539133056112e+00,7.110118134479588292e-01
